battery_id,cycle,observed,predicted,feature_set,length,baseline
17,155,0.9981213786209127,0.9981867433528039,M1,150,TS
17,156,0.9980646156617479,0.9981761425644552,M1,150,TS
17,157,0.9979494545663445,0.9981702815309464,M1,150,TS
17,158,0.9979097161329462,0.9981513782078025,M1,150,TS
17,159,0.9979176121027216,0.9981294615833993,M1,150,TS
17,160,0.9977559841524373,0.9981066098856312,M1,150,TS
17,161,0.9977519595499136,0.9980775913255687,M1,150,TS
17,162,0.9977688485147062,0.9980238283197799,M1,150,TS
17,163,0.9978168947376731,0.9979749467435844,M1,150,TS
17,164,0.9978755313898338,0.9979439190737109,M1,150,TS
17,165,0.9979888789109685,0.9979224586245954,M1,150,TS
